id,neighbourhood,latitude,longitude,room_type,price,days_occupied_in_2018,minimum_nights,number_of_reviews
585225,Noe Valley,37.74555308,-122.4338365,Entire home/apt,99,167,2,465
585326,Outer Richmond,37.77632195,-122.4806718,Entire home/apt,69,296,1,570
587375,Mission,37.76156689,-122.4218623,Entire home/apt,400,226,2,63
589676,Noe Valley,37.7503639,-122.4262059,Private room,105,313,1,180
591431,Mission,37.75065685,-122.4234918,Entire home/apt,368,,2,13
591524,Bernal Heights,37.74662746,-122.4169627,Entire home/apt,195,358,7,5
592883,Mission,37.75731078,-122.4095373,Private room,60,6,7,29
593165,Haight Ashbury,37.76612976,-122.4525223,Entire home/apt,121,,30,18
593253,Western Addition,37.77023074,-122.4295697,Private room,95,35,2,284
594387,Noe Valley,37.75300767,-122.4368555,Entire home/apt,507,348,2,184
596042,Pacific Heights,37.7938368,-122.4243615,Private room,63,0,30,94
598271,Potrero Hill,37.75942516,-122.4039762,Private room,121,214,2,251
598579,Western Addition,37.77447699,-122.4335936,Entire home/apt,95,,30,59
602036,Haight Ashbury,37.77585851,-122.4424276,Entire home/apt,350,115,30,1
602535,Noe Valley,37.74365566,-122.429925,Entire home/apt,975,363,5,8
604843,Mission,37.7602424,-122.4087959,Private room,80,135,31,8
604999,Bernal Heights,37.74748347,-122.4082075,Shared room,79,,30,53
607500,Haight Ashbury,37.76668081,-122.4509517,Entire home/apt,375,7,3,46
614278,Inner Richmond,37.77715709,-122.4627143,Entire home/apt,265,354,3,16
616204,Chinatown,37.79527243,-122.4092538,Entire home/apt,450,17,7,65
616517,South of Market,37.77528307,-122.4077193,Entire home/apt,249,,30,108
621292,Mission,37.76111246,-122.417166,Entire home/apt,90,177,30,10
622134,Mission,37.75516978,-122.4037656,Entire home/apt,175,356,3,34
625655,Outer Mission,37.72722571,-122.439151,Private room,99,43,3,143
626349,South of Market,37.78110812,-122.4059736,Entire home/apt,123,291,30,38
631635,Noe Valley,37.75566095,-122.4345382,Entire home/apt,201,282,1,237
631658,Potrero Hill,37.75926254,-122.4044216,Private room,280,215,2,30
631735,Bayview,37.73710044,-122.3976084,Private room,49,,31,25
632303,Glen Park,37.74118165,-122.4327495,Entire home/apt,95,,30,5
633629,Outer Mission,37.73258282,-122.4412647,Private room,79,101,1,78
640352,South of Market,37.78128197,-122.4034604,Entire home/apt,975,20,1,107
642672,Bernal Heights,37.74570149,-122.4242279,Entire home/apt,178,,60,6
643918,North Beach,37.8003068,-122.4063999,Entire home/apt,220,74,30,37
644091,North Beach,37.80329164,-122.407077,Entire home/apt,350,319,3,28
644948,Noe Valley,37.75310613,-122.4267318,Private room,100,295,1,170
646275,Bernal Heights,37.74711188,-122.4178095,Entire home/apt,149,321,4,86
647360,Lakeshore,37.73100215,-122.4793206,Entire home/apt,250,58,1,210
648086,Bernal Heights,37.74037871,-122.4175453,Private room,79,125,3,210
651624,Outer Mission,37.73510162,-122.4414965,Private room,85,67,2,135
654279,Bayview,37.74514031,-122.4045866,Private room,90,107,3,265
654860,Outer Richmond,37.77498173,-122.4828671,Private room,495,,3,3
655326,North Beach,37.80300772,-122.4021619,Entire home/apt,199,,30,4
657121,North Beach,37.80264458,-122.4104635,Entire home/apt,699,105,2,149
658588,Twin Peaks,37.75603206,-122.4464346,Entire home/apt,235,157,3,230
662754,Mission,37.75458119,-122.4097509,Entire home/apt,346,353,3,19
663623,Mission,37.75797189,-122.4096018,Entire home/apt,240,317,2,15
664307,Mission,37.75291582,-122.4187473,Private room,109,11,2,348
664315,Mission,37.7531555,-122.4212498,Entire home/apt,240,187,7,5
675360,Inner Richmond,37.78307128,-122.4607461,Private room,150,344,2,6
676228,West of Twin Peaks,37.72858746,-122.4545182,Entire home/apt,110,52,2,370
677207,Castro/Upper Market,37.76498804,-122.4426176,Entire home/apt,395,299,3,60
678556,Haight Ashbury,37.77431318,-122.4523622,Entire home/apt,135,158,3,339
680288,Mission,37.75192025,-122.4136513,Entire home/apt,150,108,2,226
682134,Western Addition,37.77430742,-122.4285219,Entire home/apt,170,,30,69
686677,Western Addition,37.77532196,-122.4374059,Shared room,67,,30,0
687430,Excelsior,37.72960384,-122.4272848,Private room,35,,30,18
690872,Pacific Heights,37.79139312,-122.4455245,Entire home/apt,240,,30,0
691023,Castro/Upper Market,37.7569714,-122.4272696,Entire home/apt,500,364,4,27
697083,Mission,37.7636878,-122.4222202,Entire home/apt,250,,1,4
699723,Potrero Hill,37.76643765,-122.3958833,Entire home/apt,395,85,4,49
708731,Western Addition,37.78221152,-122.4370788,Private room,120,41,3,224
713877,Inner Sunset,37.76369467,-122.4530373,Entire home/apt,145,226,1,473
715543,Mission,37.76374505,-122.4124976,Entire home/apt,180,85,30,4
715754,Haight Ashbury,37.76645818,-122.4432031,Entire home/apt,160,0,30,79
719431,West of Twin Peaks,37.74027972,-122.4688499,Entire home/apt,79,213,5,254
720811,Inner Richmond,37.77571085,-122.4629607,Entire home/apt,135,237,3,186
725300,Castro/Upper Market,37.75934593,-122.4443742,Private room,379,,30,45
726657,Mission,37.76284331,-122.4244322,Entire home/apt,322,,4,18
727866,Outer Sunset,37.7478056,-122.5031612,Entire home/apt,153,46,1,409
727969,Noe Valley,37.75353962,-122.4337165,Entire home/apt,200,24,1,245
728486,South of Market,37.78220136,-122.4039995,Entire home/apt,175,35,30,51
728585,Noe Valley,37.74935445,-122.4353184,Entire home/apt,139,17,3,224
728884,Noe Valley,37.75305421,-122.4346487,Entire home/apt,300,48,2,123
732779,Outer Richmond,37.78068354,-122.4814619,Entire home/apt,520,192,3,8
734801,Western Addition,37.78937452,-122.4293696,Entire home/apt,119,,30,24
734839,North Beach,37.80152616,-122.4094002,Entire home/apt,185,,30,173
738493,Potrero Hill,37.76037041,-122.404145,Private room,178,0,2,5
738547,Russian Hill,37.80627027,-122.4191911,Entire home/apt,395,44,3,90
741327,Chinatown,37.79146508,-122.4084767,Entire home/apt,123,,30,9
744901,Mission,37.75817087,-122.4254617,Entire home/apt,350,195,4,30
746079,Castro/Upper Market,37.76063419,-122.4461763,Private room,115,89,1,311
748222,Mission,37.75621226,-122.4155464,Private room,120,33,1,563
748256,Mission,37.75495392,-122.4168309,Private room,120,28,1,583
749990,Haight Ashbury,37.77153774,-122.4388762,Entire home/apt,225,,30,74
751138,South of Market,37.77777945,-122.3974957,Entire home/apt,250,296,2,9
754117,Haight Ashbury,37.77046385,-122.447715,Entire home/apt,152,176,30,118
758815,Marina,37.80508427,-122.4422601,Entire home/apt,200,95,3,9
765739,Mission,37.75104087,-122.4186658,Entire home/apt,675,296,3,15
765914,Mission,37.75691789,-122.4111644,Entire home/apt,399,0,7,37
766516,Bernal Heights,37.74667618,-122.4140138,Entire home/apt,159,192,30,85
767247,Castro/Upper Market,37.7573937,-122.426267,Private room,225,1,1,44
767506,West of Twin Peaks,37.74386693,-122.4537465,Entire home/apt,400,187,2,81
769734,Mission,37.75633534,-122.4097587,Private room,80,0,2,80
770991,Noe Valley,37.74258505,-122.4280415,Entire home/apt,139,251,3,168
774323,Mission,37.76022146,-122.425508,Private room,140,331,2,349
776239,Castro/Upper Market,37.75808973,-122.4431117,Entire home/apt,645,235,5,17
778520,Mission,37.76845124,-122.422279,Private room,129,35,4,103
779109,Mission,37.75029025,-122.4215714,Private room,160,195,1,133
781945,Financial District,37.7841972,-122.3992484,Entire home/apt,250,,183,3
782126,Bayview,37.7334074,-122.3927446,Private room,50,120,1,70
783135,Western Addition,37.77596419,-122.4452493,Entire home/apt,160,353,5,112
783821,Castro/Upper Market,37.7607713,-122.4378605,Entire home/apt,250,159,30,9
785901,Financial District,37.7931253,-122.4044285,Shared room,45,325,1,161
786492,Financial District,37.79420755,-122.4031047,Shared room,45,316,1,164
786506,Financial District,37.79259738,-122.4033947,Shared room,45,333,1,172
794626,Excelsior,37.72924027,-122.4265298,Entire home/apt,120,136,2,198
795254,Western Addition,37.77031073,-122.4324207,Entire home/apt,150,192,3,172
796017,Bernal Heights,37.73197892,-122.4229186,Private room,59,,30,4
797887,Outer Mission,37.73146216,-122.4505695,Private room,57,,30,51
802559,Ocean View,37.71996772,-122.4508925,Entire home/apt,180,356,4,18
802839,Mission,37.75924925,-122.4230581,Entire home/apt,300,353,3,33
806199,South of Market,37.78785664,-122.3932542,Entire home/apt,325,253,3,49
808660,Western Addition,37.78460335,-122.4438868,Entire home/apt,130,173,30,224
808919,Western Addition,37.77699843,-122.4368067,Private room,110,,30,76
810315,Marina,37.80013983,-122.4245631,Private room,70,286,30,20
815183,Outer Mission,37.72754034,-122.4492683,Private room,35,1,30,10
817279,Mission,37.7575786,-122.4184603,Entire home/apt,215,,4,19
819856,Financial District,37.79118967,-122.3956422,Entire home/apt,289,,30,0
820076,Bernal Heights,37.7349548,-122.4272365,Private room,79,47,3,115
822127,Noe Valley,37.74856069,-122.4298396,Entire home/apt,189,,30,9
829185,Mission,37.77109003,-122.4240191,Entire home/apt,699,187,3,85
830576,Pacific Heights,37.79511435,-122.4265131,Entire home/apt,175,,200,2
832897,Chinatown,37.79679157,-122.4063318,Entire home/apt,149,,30,54
833149,Inner Sunset,37.75941563,-122.4677048,Entire home/apt,104,354,30,11
837045,Western Addition,37.7715913,-122.4320372,Entire home/apt,249,347,2,37
840986,Bernal Heights,37.74640856,-122.4116278,Entire home/apt,145,140,2,198
842269,Chinatown,37.79359559,-122.405764,Shared room,30,85,30,7
845480,Crocker Amazon,37.70884575,-122.430768,Private room,65,278,3,229
845501,Crocker Amazon,37.70977896,-122.4307951,Private room,69,275,3,209
845502,Western Addition,37.77444138,-122.4367246,Entire home/apt,785,276,7,3
848578,Crocker Amazon,37.70987688,-122.430829,Private room,55,275,3,186
856123,Mission,37.7622065,-122.4198954,Private room,168,201,1,77
859310,Mission,37.75696702,-122.420192,Private room,135,146,31,7
859336,Haight Ashbury,37.76897266,-122.4385464,Private room,109,253,2,279
863987,Western Addition,37.7811494,-122.4324553,Entire home/apt,138,,30,1
865873,Mission,37.76251893,-122.4242846,Private room,375,295,30,32
867499,Mission,37.77140004,-122.4232841,Private room,150,269,3,20
867530,Bernal Heights,37.73822196,-122.4223341,Entire home/apt,125,29,2,222
867555,Mission,37.76649963,-122.4182984,Entire home/apt,549,14,5,29
870532,Castro/Upper Market,37.76468824,-122.4342404,Entire home/apt,218,61,30,121
870705,Bernal Heights,37.74150975,-122.4230839,Entire home/apt,360,49,2,80
872206,Mission,37.75950064,-122.4183877,Private room,57,,32,4
872246,Nob Hill,37.79665193,-122.412618,Entire home/apt,205,,180,0
878935,Inner Sunset,37.7646449,-122.4678023,Entire home/apt,190,194,30,218
881105,Marina,37.80531755,-122.4354753,Entire home/apt,435,113,3,6
884770,Russian Hill,37.80316659,-122.4184068,Private room,111,280,1,175
887389,Western Addition,37.7807791,-122.4330282,Entire home/apt,141,,30,5
893720,Marina,37.80590366,-122.4362674,Entire home/apt,500,143,4,1
895381,Downtown/Civic Center,37.77531393,-122.4203793,Entire home/apt,158,,30,8
898235,Castro/Upper Market,37.76711042,-122.4312708,Entire home/apt,193,,30,7
898833,Noe Valley,37.74473644,-122.4273097,Private room,62,0,30,18
900393,Potrero Hill,37.75645531,-122.401135,Entire home/apt,225,,30,91
900569,Bayview,37.73825344,-122.3979267,Private room,79,,30,14
900941,Castro/Upper Market,37.75804486,-122.4357933,Entire home/apt,545,,90,13
902435,South of Market,37.78655164,-122.3899219,Entire home/apt,199,,30,1
905399,Mission,37.74874493,-122.4182491,Private room,85,57,5,129
905902,Golden Gate Park,37.76568987,-122.4826386,Entire home/apt,185,231,7,68
909063,Mission,37.76605143,-122.4206619,Private room,93,117,4,206
911029,Haight Ashbury,37.76284012,-122.446241,Entire home/apt,150,,30,64
915058,Bernal Heights,37.74446295,-122.4085021,Entire home/apt,859,46,2,20
918341,Potrero Hill,37.76369941,-122.3973549,Entire home/apt,230,59,1,424
923807,Western Addition,37.777974,-122.4373923,Private room,57,,30,10
926259,Bayview,37.72887849,-122.3872583,Entire home/apt,68,,2,55
929468,Castro/Upper Market,37.75951632,-122.4455864,Entire home/apt,175,216,4,309
930955,Haight Ashbury,37.7609721,-122.4483689,Entire home/apt,400,120,30,97
931313,Mission,37.77039335,-122.4226744,Entire home/apt,101,,30,33
932481,Pacific Heights,37.79176504,-122.4327002,Entire home/apt,890,,7,8
934012,Inner Richmond,37.77464645,-122.4620604,Entire home/apt,115,84,30,61
936209,Mission,37.75949488,-122.4248737,Private room,250,,2,71
937842,Mission,37.75991139,-122.4106486,Entire home/apt,245,,1,171
938330,Western Addition,37.78180067,-122.4434808,Entire home/apt,118,,30,17
945748,Presidio Heights,37.78358076,-122.4577925,Entire home/apt,550,27,2,72
948066,Potrero Hill,37.76243973,-122.4037506,Entire home/apt,210,121,30,48
950094,Bayview,37.73407217,-122.3952662,Private room,99,,29,46
958507,South of Market,37.77719287,-122.4087119,Entire home/apt,220,8,31,105
962126,Haight Ashbury,37.76527166,-122.4513641,Entire home/apt,185,,31,13
964751,Inner Richmond,37.77841836,-122.4579575,Entire home/apt,140,207,3,255
968046,Excelsior,37.7209799,-122.431593,Private room,99,1,2,102
968308,South of Market,37.7817835,-122.3918353,Private room,175,,30,25
971069,Russian Hill,37.79843872,-122.4104974,Private room,99,228,30,105
971116,Western Addition,37.77713059,-122.4415839,Private room,115,76,2,197
975482,Haight Ashbury,37.76965169,-122.4383327,Entire home/apt,300,,30,1
980783,Potrero Hill,37.76460214,-122.4041456,Entire home/apt,181,42,30,147
982298,Outer Sunset,37.74984269,-122.5085211,Entire home/apt,495,9,3,53
983739,Castro/Upper Market,37.76539516,-122.4339754,Private room,75,,30,2
985813,Western Addition,37.77480267,-122.4251667,Entire home/apt,297,0,30,7
991765,Mission,37.75570344,-122.4115061,Entire home/apt,250,328,3,37
992676,Glen Park,37.73484983,-122.4340654,Entire home/apt,135,229,1,499
992801,Western Addition,37.78693809,-122.4356979,Entire home/apt,135,,30,0
997382,Haight Ashbury,37.77030333,-122.4502068,Private room,53,73,2,356
998701,Outer Sunset,37.75948151,-122.5071208,Private room,90,234,3,195
1001415,Noe Valley,37.75632347,-122.4266735,Entire home/apt,325,179,4,39
1001422,Marina,37.79709957,-122.4279267,Entire home/apt,200,,31,6
1001759,Castro/Upper Market,37.76121909,-122.4382307,Private room,99,,30,12
1003756,Potrero Hill,37.75963215,-122.4019155,Entire home/apt,268,280,3,17
1005642,Mission,37.76202152,-122.4233468,Private room,115,51,2,244
1006909,Parkside,37.74119661,-122.478369,Entire home/apt,189,231,30,39
1007157,Nob Hill,37.79590277,-122.4181289,Entire home/apt,265,19,30,87
1011751,West of Twin Peaks,37.73428773,-122.4641264,Private room,48,,2,70
1016604,Inner Richmond,37.78027085,-122.4610791,Entire home/apt,399,353,4,9
1017799,Inner Sunset,37.76042965,-122.4620326,Private room,75,192,1,155
1018426,South of Market,37.77596572,-122.4050376,Shared room,311,,30,106
1023586,Inner Sunset,37.76105156,-122.4631309,Private room,65,43,1,151
1029621,Western Addition,37.76943192,-122.4337738,Entire home/apt,310,254,3,40
1030352,Mission,37.75401063,-122.4092507,Entire home/apt,259,,30,190
1030703,Noe Valley,37.75232883,-122.428341,Entire home/apt,525,207,4,11
1031899,Noe Valley,37.74832888,-122.4262077,Entire home/apt,117,28,30,5
1033754,Outer Sunset,37.75974517,-122.5054378,Entire home/apt,300,264,1,147
1036860,Russian Hill,37.80519317,-122.4214282,Entire home/apt,298,90,2,12
1037251,Bernal Heights,37.74308398,-122.4067876,Entire home/apt,95,,30,87
1038324,Mission,37.75230885,-122.4082674,Private room,93,,30,87
1039096,Western Addition,37.78663613,-122.4366764,Entire home/apt,395,,5,26
1043282,Castro/Upper Market,37.7585526,-122.4452989,Private room,111,118,1,462
1045685,Mission,37.75078354,-122.414747,Entire home/apt,125,,6,32
1053666,Mission,37.75697616,-122.4112585,Entire home/apt,180,43,31,108
1053945,Haight Ashbury,37.77060059,-122.4507446,Entire home/apt,125,34,30,171
1056006,Downtown/Civic Center,37.77631937,-122.4219993,Entire home/apt,255,,30,3
1056844,Financial District,37.79009591,-122.3959334,Shared room,74,88,2,194
1059961,South of Market,37.77981221,-122.4102231,Shared room,2255,270,30,41
1069167,Bayview,37.74167743,-122.3825782,Private room,76,27,1,295
1072791,Inner Richmond,37.77745038,-122.4532055,Private room,115,216,3,270
1074231,Haight Ashbury,37.77300843,-122.449283,Entire home/apt,165,,30,128
1076743,Russian Hill,37.79950517,-122.4171353,Entire home/apt,550,85,2,106
1077444,Outer Richmond,37.77712065,-122.4783155,Private room,120,16,2,108
1080408,Castro/Upper Market,37.76094249,-122.4438836,Private room,90,362,1,49
1080933,Noe Valley,37.74303502,-122.4287371,Private room,70,39,30,16
1080980,South of Market,37.77807223,-122.4101026,Entire home/apt,595,,1,59
1083962,South of Market,37.77892292,-122.4039557,Entire home/apt,170,,30,40
1084068,South of Market,37.77967244,-122.403789,Entire home/apt,180,,365,40
1086360,Inner Richmond,37.78102844,-122.4496709,Entire home/apt,85,,30,32
1094207,Mission,37.76015869,-122.4241257,Entire home/apt,100,207,30,47
1094481,Bernal Heights,37.73872658,-122.4169828,Entire home/apt,125,157,30,176
1098003,Western Addition,37.77093364,-122.4300823,Entire home/apt,500,,3,28
1101403,Mission,37.7681406,-122.4253676,Entire home/apt,340,228,30,37
1103797,Western Addition,37.78520596,-122.4427874,Entire home/apt,400,,3,28
1104116,South of Market,37.78081283,-122.4059589,Private room,130,,30,30
1104362,Castro/Upper Market,37.76225161,-122.4323159,Entire home/apt,192,10,4,142
1104912,Outer Richmond,37.77519849,-122.5013872,Entire home/apt,159,197,2,124
1106534,Noe Valley,37.74552714,-122.4380539,Entire home/apt,220,56,31,94
1107014,Castro/Upper Market,37.75871356,-122.4381545,Entire home/apt,950,41,2,66
1107928,Bernal Heights,37.73832718,-122.422947,Entire home/apt,375,,5,18
1109534,Pacific Heights,37.79090091,-122.4339686,Entire home/apt,500,,2,2
1110001,Noe Valley,37.74356444,-122.4290836,Entire home/apt,175,,3,84
1110346,Nob Hill,37.7914932,-122.4152878,Private room,98,284,2,245
1110787,Pacific Heights,37.78983032,-122.4348141,Entire home/apt,149,354,3,78
1117813,Outer Mission,37.72730968,-122.4386384,Entire home/apt,150,5,30,63
1121697,Western Addition,37.77803972,-122.4308408,Entire home/apt,500,45,30,62
